1-grams,Frequency,Sentence,Document ID,Document
reason ,1,18,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
younger ,1,18,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
grades ,1,18,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
better ,1,18,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
anyone ,1,18,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Imperceptibly ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
became ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
fame ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
spread ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
imperceptibly ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
rumors ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
beganto ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
circulate ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
frivolous ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
admirers ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
schoolboy ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Shenshin ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
head ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
also ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
capricious ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
toward ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
attempted ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
suicide ,1,19,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
threw ,1,23,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
pursuit ,1,23,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
plenty ,1,24,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
snow ,1,24,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
set ,1,25,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
early ,1,25,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
fir ,1,25,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
snowcovered ,1,25,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
serene ,1,26,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
sunset ,1,26,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
another ,1,26,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
tomorrow ,1,26,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
To ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
say ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
skating ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
city ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
rosetinged ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
throng ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
gliding ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
ice ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
seemed ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
carefree ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
person ,1,27,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Once ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
dashing ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
inain ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
firstgraders ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
chasing ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
screams ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
unexpectedly ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
summoned ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
office ,1,28,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
stopped ,1,29,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
habitual ,1,29,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
gesture ,1,29,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
pinafore ,1,29,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
upstairs ,1,29,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
radiant ,1,29,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
younglooking ,1,30,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
grayhaired ,1,30,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Tsars ,1,30,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
portrait ,1,30,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
quietly ,1,30,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
knitting ,1,30,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Good ,1,31,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Mile ,1,31,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
French ,1,31,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
lifting ,1,31,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Unfortunately ,1,32,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
t ,1,32,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
summon ,1,33,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
here ,1,33,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
listening ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
approached ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
looking ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
bright ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
demure ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
expression ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
customary ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
ease ,1,34,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Youll ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
listen ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
carelessly ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
bitter ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
experience ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
taught ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
thread ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
swirl ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
polished ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
floor ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
watched ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
curiosity ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
raised ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
shant ,1,35,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Ill ,1,36,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
brief ,1,36,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
unusually ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
neat ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
particularly ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
warm ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
cozy ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
shiny ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
tile ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
stove ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
lilies ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
valley ,1,37,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
looked ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Tsar ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
lifesize ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
standing ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
parted ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
middle ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
curled ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
silence ,1,38,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Youre ,1,39,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
secretly ,1,39,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
beginning ,1,39,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
grow ,1,39,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
irritated ,1,39,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
Yes ,1,40,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
answered ,1,40,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
simply ,1,40,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
gaily ,1,40,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
yet ,1,41,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
added ,1,41,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
even ,1,41,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
more ,1,41,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
slightly ,1,41,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
First ,1,42,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
kind ,1,42,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
beautifully ,1,44,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
groomed ,1,44,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
both ,1,44,1,"=hyperlink(""C:\Program Files (x86)\NLP\lib\sampleData\Bunin - Gentle breath.txt"")"
